Date,EUR,JPY,GBP,CNY
2017-05-31,0.889684,110.80047159,0.776635,6.8111
2017-06-01,0.891834,111.444125,0.776005,6.809494
2017-06-02,0.886211,110.395,0.775738,6.81255
2017-06-03,0.886376,110.414,0.775595,6.81235
2017-06-04,0.886706,110.4691,0.777123,6.813075
2017-06-05,0.888297,110.39233333,0.774839,6.803522
2017-06-06,0.887233,109.5020625,0.774809,6.796465
2017-06-07,0.888437,109.91500413,0.771411,6.797451
2017-06-08,0.893765,109.87555556,0.785899,6.796034
2017-06-09,0.893416,110.315,0.784711,6.79895
2017-06-10,0.893165,110.31442959,0.784765,6.7987
2017-06-11,0.892719,110.31058333,0.784717,6.785431
2017-06-12,0.893038,109.92518182,0.7893,6.799607
2017-06-13,0.89211,110.0625,0.784406,6.7976
2017-06-14,0.891814,109.44665385,0.784071,6.79055
2017-06-15,0.896941,111.00011647,0.783699,6.806097
2017-06-16,0.894055,110.875,0.782475,6.81025
2017-06-17,0.89319,110.875,0.782715,6.8103
2017-06-18,0.892526,110.97259238,0.782868,6.805113
2017-06-19,0.8973,111.6967,0.785504,6.8199
2017-06-20,0.89795,111.33966667,0.791668,6.827151
2017-06-21,0.895515,111.32748006,0.78896,6.828476
2017-06-22,0.896872,111.29433333,0.788728,6.83465
2017-06-23,0.893416,111.28783333,0.786442,6.8367
2017-06-24,0.893416,111.29663992,0.7862,6.8367
2017-06-25,0.892867,111.24075,0.784607,6.833234
2017-06-26,0.894218,111.86958555,0.785934,6.839756
2017-06-27,0.882069,112.20153333,0.780451,6.8129
2017-06-28,0.878815,112.35625,0.772798,6.8006
2017-06-29,0.874153,111.99333539,0.768733,6.787252
2017-06-30,0.87512,112.405,0.767607,6.77725
2017-07-01,0.875305,112.405,0.767595,6.77755
2017-07-02,0.875394,112.23972561,0.768304,6.778325
2017-07-03,0.879313,113.39507796,0.772306,6.800113
2017-07-04,0.880313,112.96922987,0.773054,6.799632
2017-07-05,0.881317,113.2006,0.773338,6.801175
2017-07-06,0.875523,113.15553256,0.771112,6.800554
2017-07-07,0.87696,113.900375,0.77605,6.80485
2017-07-08,0.87727,113.912,0.776225,6.80535
